anime_name,character_name,gender,affiliation,role,devil_fruit,haki,fighting_style,major_arcs,school,position,school_year,special_roles,trait,question,category,difficulty,source_note
Haikyuu!!,Shuichi Anahori,Male,Fukurodani Academy,setter,,,,,Fukurodani Academy,setter,1st year,,year 1st year,Is your character a first-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Fukur%C5%8Ddani_Academy
Haikyuu!!,Shuichi Anahori,Male,Fukurodani Academy,setter,,,,,Fukurodani Academy,setter,1st year,,signature shuichi anahori,Does your character wear jersey number 10 for Fukurodani Academy and play as a setter?,signature fact,hard,https://haikyuu.fandom.com/wiki/Fukur%C5%8Ddani_Academy
Haikyuu!!,Shuichi Anahori,Male,Fukurodani Academy,setter,,,,,Fukurodani Academy,setter,1st year,,team fukurodani academy,Does your character belong to Fukurodani Academy?,team,easy,https://haikyuu.fandom.com/wiki/Fukur%C5%8Ddani_Academy
Haikyuu!!,Shunki Kawatabi,Male,Wakutani Minami High,wing spiker,,,,,Wakutani Minami High,wing spiker,3rd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Wakutani_Minami_High
Haikyuu!!,Shunki Kawatabi,Male,Wakutani Minami High,wing spiker,,,,,Wakutani Minami High,wing spiker,3rd year,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Wakutani_Minami_High
Haikyuu!!,Shunki Kawatabi,Male,Wakutani Minami High,wing spiker,,,,,Wakutani Minami High,wing spiker,3rd year,,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Wakutani_Minami_High
Haikyuu!!,Shunki Kawatabi,Male,Wakutani Minami High,wing spiker,,,,,Wakutani Minami High,wing spiker,3rd year,,signature shunki kawatabi,Does your character wear jersey number 2 for Wakutani Minami High and play as a wing spiker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Wakutani_Minami_High
Haikyuu!!,Shunki Kawatabi,Male,Wakutani Minami High,wing spiker,,,,,Wakutani Minami High,wing spiker,3rd year,,team wakutani minami high,Does your character belong to Wakutani Minami High?,team,easy,https://haikyuu.fandom.com/wiki/Wakutani_Minami_High
Haikyuu!!,So Akama,Male,Nohebi Academy,libero,,,,,Nohebi Academy,libero,2nd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,So Akama,Male,Nohebi Academy,libero,,,,,Nohebi Academy,libero,2nd year,,libero,Is your character a libero?,position,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,So Akama,Male,Nohebi Academy,libero,,,,,Nohebi Academy,libero,2nd year,,year 2nd year,Is your character a second-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,So Akama,Male,Nohebi Academy,libero,,,,,Nohebi Academy,libero,2nd year,,signature so akama,Does your character wear jersey number 8 for Nohebi Academy and play as a libero?,signature fact,hard,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,So Akama,Male,Nohebi Academy,libero,,,,,Nohebi Academy,libero,2nd year,,team nohebi academy,Does your character belong to Nohebi Academy?,team,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,So Inuoka,Male,Nekoma High,wing spiker,,,,,Nekoma High,wing spiker,1st year,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/So_Inuoka
Haikyuu!!,So Inuoka,Male,Nekoma High,wing spiker,,,,,Nekoma High,wing spiker,1st year,,year 1st year,Is your character a first-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/So_Inuoka
Haikyuu!!,So Inuoka,Male,Nekoma High,wing spiker,,,,,Nekoma High,wing spiker,1st year,,team nekoma,Does your character play for Nekoma?,team,easy,https://haikyuu.fandom.com/wiki/So_Inuoka
Haikyuu!!,Subaru Hondo,Male,Mujinazaka High,wing spiker,,,,,Mujinazaka High,wing spiker,2nd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Mujinazaka_High
Haikyuu!!,Subaru Hondo,Male,Mujinazaka High,wing spiker,,,,,Mujinazaka High,wing spiker,2nd year,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Mujinazaka_High
Haikyuu!!,Subaru Hondo,Male,Mujinazaka High,wing spiker,,,,,Mujinazaka High,wing spiker,2nd year,,year 2nd year,Is your character a second-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Mujinazaka_High
Haikyuu!!,Subaru Hondo,Male,Mujinazaka High,wing spiker,,,,,Mujinazaka High,wing spiker,2nd year,,signature subaru hondo,Does your character wear jersey number 10 for Mujinazaka High and play as a wing spiker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Mujinazaka_High
Haikyuu!!,Subaru Hondo,Male,Mujinazaka High,wing spiker,,,,,Mujinazaka High,wing spiker,2nd year,,team mujinazaka high,Does your character belong to Mujinazaka High?,team,easy,https://haikyuu.fandom.com/wiki/Mujinazaka_High
Haikyuu!!,Suguru Daisho,Male,Nohebi Academy,wing spiker,,,,,Nohebi Academy,wing spiker,3rd year,captain,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,Suguru Daisho,Male,Nohebi Academy,wing spiker,,,,,Nohebi Academy,wing spiker,3rd year,captain,captain,Is your character the team captain?,official role,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,Suguru Daisho,Male,Nohebi Academy,wing spiker,,,,,Nohebi Academy,wing spiker,3rd year,captain,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,Suguru Daisho,Male,Nohebi Academy,wing spiker,,,,,Nohebi Academy,wing spiker,3rd year,captain,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,Suguru Daisho,Male,Nohebi Academy,wing spiker,,,,,Nohebi Academy,wing spiker,3rd year,captain,signature suguru daisho,Does your character wear jersey number 1 for Nohebi Academy and play as a wing spiker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,Suguru Daisho,Male,Nohebi Academy,wing spiker,,,,,Nohebi Academy,wing spiker,3rd year,captain,team nohebi academy,Does your character belong to Nohebi Academy?,team,easy,https://haikyuu.fandom.com/wiki/Nohebi_Academy
Haikyuu!!,Tadashi Yamaguchi,Male,Karasuno High,middle blocker,,,,,Karasuno High,middle blocker,1st year,,freckles,Does your character have freckles?,appearance,easy,https://haikyuu.fandom.com/wiki/Tadashi_Yamaguchi
Haikyuu!!,Tadashi Yamaguchi,Male,Karasuno High,middle blocker,,,,,Karasuno High,middle blocker,1st year,,jump float server,Does your character use a jump-float serve?,concrete ability,medium,https://haikyuu.fandom.com/wiki/Tadashi_Yamaguchi
Haikyuu!!,Tadashi Yamaguchi,Male,Karasuno High,middle blocker,,,,,Karasuno High,middle blocker,1st year,,middle blocker,Is your character a middle blocker?,position,easy,https://haikyuu.fandom.com/wiki/Tadashi_Yamaguchi
Haikyuu!!,Tadashi Yamaguchi,Male,Karasuno High,middle blocker,,,,,Karasuno High,middle blocker,1st year,,tsukishima childhood friend,Is your character the childhood friend of Karasuno's blond middle blocker?,relationship,medium,https://haikyuu.fandom.com/wiki/Tadashi_Yamaguchi
Haikyuu!!,Tadashi Yamaguchi,Male,Karasuno High,middle blocker,,,,,Karasuno High,middle blocker,1st year,,year 1st year,Is your character a first-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Tadashi_Yamaguchi
Haikyuu!!,Tadashi Yamaguchi,Male,Karasuno High,middle blocker,,,,,Karasuno High,middle blocker,1st year,,team karasuno,Does your character play for Karasuno?,team,easy,https://haikyuu.fandom.com/wiki/Tadashi_Yamaguchi
Haikyuu!!,Taichi Kawanishi,Male,Shiratorizawa Academy,middle blocker,,,,,Shiratorizawa Academy,middle blocker,2nd year,,middle blocker,Is your character a middle blocker?,position,easy,https://haikyuu.fandom.com/wiki/Taichi_Kawanishi
Haikyuu!!,Taichi Kawanishi,Male,Shiratorizawa Academy,middle blocker,,,,,Shiratorizawa Academy,middle blocker,2nd year,,year 2nd year,Is your character a second-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Taichi_Kawanishi
Haikyuu!!,Taichi Kawanishi,Male,Shiratorizawa Academy,middle blocker,,,,,Shiratorizawa Academy,middle blocker,2nd year,,team shiratorizawa,Does your character play for Shiratorizawa?,team,easy,https://haikyuu.fandom.com/wiki/Taichi_Kawanishi
Haikyuu!!,Taiga Sakurai,Male,Tokonami High,libero,,,,,Tokonami High,libero,3rd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Taiga Sakurai,Male,Tokonami High,libero,,,,,Tokonami High,libero,3rd year,,libero,Is your character a libero?,position,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Taiga Sakurai,Male,Tokonami High,libero,,,,,Tokonami High,libero,3rd year,,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Taiga Sakurai,Male,Tokonami High,libero,,,,,Tokonami High,libero,3rd year,,signature taiga sakurai,Does your character wear jersey number 12 for Tokonami High and play as a libero?,signature fact,hard,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Taiga Sakurai,Male,Tokonami High,libero,,,,,Tokonami High,libero,3rd year,,team tokonami high,Does your character belong to Tokonami High?,team,easy,https://haikyuu.fandom.com/wiki/Tokonami_High
Haikyuu!!,Taishi Minamida,Male,Kakugawa High,libero,,,,,Kakugawa High,libero,2nd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Taishi Minamida,Male,Kakugawa High,libero,,,,,Kakugawa High,libero,2nd year,,libero,Is your character a libero?,position,easy,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Taishi Minamida,Male,Kakugawa High,libero,,,,,Kakugawa High,libero,2nd year,,year 2nd year,Is your character a second-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Taishi Minamida,Male,Kakugawa High,libero,,,,,Kakugawa High,libero,2nd year,,signature taishi minamida,Does your character wear jersey number 12 for Kakugawa High and play as a libero?,signature fact,hard,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Taishi Minamida,Male,Kakugawa High,libero,,,,,Kakugawa High,libero,2nd year,,team kakugawa high,Does your character belong to Kakugawa High?,team,easy,https://haikyuu.fandom.com/wiki/Kakugawa_High
Haikyuu!!,Takaaki Anabara,Male,Johzenji High,coach,,,,,Johzenji High,coach,,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Takaaki Anabara,Male,Johzenji High,coach,,,,,Johzenji High,coach,,,role coach,Is your character a coach?,role,easy,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Takaaki Anabara,Male,Johzenji High,coach,,,,,Johzenji High,coach,,,signature takaaki anabara,Is your character the coach of Johzenji High?,signature fact,hard,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Takaaki Anabara,Male,Johzenji High,coach,,,,,Johzenji High,coach,,,team johzenji high,Does your character belong to Johzenji High?,team,easy,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Takahiro Hanamaki,Male,Aoba Johsai High,wing spiker,,,,,Aoba Johsai High,wing spiker,3rd year,,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Takahiro_Hanamaki
Haikyuu!!,Takahiro Hanamaki,Male,Aoba Johsai High,wing spiker,,,,,Aoba Johsai High,wing spiker,3rd year,,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Takahiro_Hanamaki
Haikyuu!!,Takahiro Hanamaki,Male,Aoba Johsai High,wing spiker,,,,,Aoba Johsai High,wing spiker,3rd year,,team aoba johsai,Does your character play for Aoba Johsai?,team,easy,https://haikyuu.fandom.com/wiki/Takahiro_Hanamaki
Haikyuu!!,Takanobu Aone,Male,Date Tech High,middle blocker,,,,,Date Tech High,middle blocker,2nd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Takanobu Aone,Male,Date Tech High,middle blocker,,,,,Date Tech High,middle blocker,2nd year,,middle blocker,Is your character a middle blocker?,position,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Takanobu Aone,Male,Date Tech High,middle blocker,,,,,Date Tech High,middle blocker,2nd year,,year 2nd year,Is your character a second-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Takanobu Aone,Male,Date Tech High,middle blocker,,,,,Date Tech High,middle blocker,2nd year,,signature takanobu aone,Does your character wear jersey number 1 for Date Tech High and play as a middle blocker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Takanobu Aone,Male,Date Tech High,middle blocker,,,,,Date Tech High,middle blocker,2nd year,,team date tech high,Does your character belong to Date Tech High?,team,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Takeharu Futamata,Male,Johzenji High,setter,,,,,Johzenji High,setter,2nd year,,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Takeharu Futamata,Male,Johzenji High,setter,,,,,Johzenji High,setter,2nd year,,setter,Is your character a setter?,position,easy,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Takeharu Futamata,Male,Johzenji High,setter,,,,,Johzenji High,setter,2nd year,,year 2nd year,Is your character a second-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Takeharu Futamata,Male,Johzenji High,setter,,,,,Johzenji High,setter,2nd year,,signature takeharu futamata,Does your character wear jersey number 3 for Johzenji High and play as a setter?,signature fact,hard,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Takeharu Futamata,Male,Johzenji High,setter,,,,,Johzenji High,setter,2nd year,,team johzenji high,Does your character belong to Johzenji High?,team,easy,https://haikyuu.fandom.com/wiki/Johzenji_High
Haikyuu!!,Takehito Sasaya,Male,Date Tech High,wing spiker,,,,,Date Tech High,wing spiker,3rd year,former member,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Takehito Sasaya,Male,Date Tech High,wing spiker,,,,,Date Tech High,wing spiker,3rd year,former member,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Takehito Sasaya,Male,Date Tech High,wing spiker,,,,,Date Tech High,wing spiker,3rd year,former member,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Takehito Sasaya,Male,Date Tech High,wing spiker,,,,,Date Tech High,wing spiker,3rd year,former member,signature takehito sasaya,Does your character wear jersey number 3 for Date Tech High and play as a wing spiker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Takehito Sasaya,Male,Date Tech High,wing spiker,,,,,Date Tech High,wing spiker,3rd year,former member,former team member,Is your character listed as a former member of their high-school team?,status,medium,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Takehito Sasaya,Male,Date Tech High,wing spiker,,,,,Date Tech High,wing spiker,3rd year,former member,team date tech high,Does your character belong to Date Tech High?,team,easy,https://haikyuu.fandom.com/wiki/Date_Tech_High
Haikyuu!!,Takeru Nakashima,Male,Wakutani Minami High,wing spiker,,,,,Wakutani Minami High,wing spiker,3rd year,captain; ace,gender male,Is your character male?,gender,easy,https://haikyuu.fandom.com/wiki/Wakutani_Minami_High
Haikyuu!!,Takeru Nakashima,Male,Wakutani Minami High,wing spiker,,,,,Wakutani Minami High,wing spiker,3rd year,captain; ace,ace,Is your character the official ace of their team?,official role,easy,https://haikyuu.fandom.com/wiki/Wakutani_Minami_High
Haikyuu!!,Takeru Nakashima,Male,Wakutani Minami High,wing spiker,,,,,Wakutani Minami High,wing spiker,3rd year,captain; ace,captain,Is your character the team captain?,official role,easy,https://haikyuu.fandom.com/wiki/Wakutani_Minami_High
Haikyuu!!,Takeru Nakashima,Male,Wakutani Minami High,wing spiker,,,,,Wakutani Minami High,wing spiker,3rd year,captain; ace,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Wakutani_Minami_High
Haikyuu!!,Takeru Nakashima,Male,Wakutani Minami High,wing spiker,,,,,Wakutani Minami High,wing spiker,3rd year,captain; ace,year 3rd year,Is your character a third-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Wakutani_Minami_High
Haikyuu!!,Takeru Nakashima,Male,Wakutani Minami High,wing spiker,,,,,Wakutani Minami High,wing spiker,3rd year,captain; ace,signature takeru nakashima,Does your character wear jersey number 1 for Wakutani Minami High and play as a wing spiker?,signature fact,hard,https://haikyuu.fandom.com/wiki/Wakutani_Minami_High
Haikyuu!!,Takeru Nakashima,Male,Wakutani Minami High,wing spiker,,,,,Wakutani Minami High,wing spiker,3rd year,captain; ace,team wakutani minami high,Does your character belong to Wakutani Minami High?,team,easy,https://haikyuu.fandom.com/wiki/Wakutani_Minami_High
Haikyuu!!,Taketora Yamamoto,Male,Nekoma High,wing spiker,,,,,Nekoma High,wing spiker,2nd year,ace,mohawk hairstyle,Does your character have a mohawk-style haircut?,appearance,easy,https://haikyuu.fandom.com/wiki/Taketora_Yamamoto
Haikyuu!!,Taketora Yamamoto,Male,Nekoma High,wing spiker,,,,,Nekoma High,wing spiker,2nd year,ace,ace,Is your character the official ace of their team?,official role,easy,https://haikyuu.fandom.com/wiki/Taketora_Yamamoto
Haikyuu!!,Taketora Yamamoto,Male,Nekoma High,wing spiker,,,,,Nekoma High,wing spiker,2nd year,ace,wing spiker,Is your character a wing spiker?,position,easy,https://haikyuu.fandom.com/wiki/Taketora_Yamamoto
Haikyuu!!,Taketora Yamamoto,Male,Nekoma High,wing spiker,,,,,Nekoma High,wing spiker,2nd year,ace,year 2nd year,Is your character a second-year high-school student?,school year,easy,https://haikyuu.fandom.com/wiki/Taketora_Yamamoto
